show_id,Type,Title,Director,Country,Date_added,Date_Added,Release_Year,Rating,Duration,Listed_In,IMDB_Rating,IMBD_Votes
s2080,Movie,Kai Po Che!,Abhishek Kapoor,India,02-08-2019,6/15/2021,2013,TV-MA,120 min,"Dramas, International Movies, Sports Movies",7.8,36512
s2490,Movie,Trailer Park Boys: Say Goodnight to the Bad Guys,Mike Clattenburg,Canada,07-01-2018,9/12/2020,2008,TV-MA,47 min,"Comedies, Cult Movies",7.8,3555
s2556,TV Show,Myths & Monsters,Daniel Kontur,United Kingdom,05-04-2018,11/24/2020,2017,TV-PG,1 Season,"British TV Shows, Docuseries",7.8,811
s2595,Movie,Judah Friedlander: America Is the Greatest Country in the United States,Judah Friedlander,United States,04-05-2018,11/13/2020,2017,TV-MA,84 min,Stand-Up Comedy,7.8,1436
s2616,Movie,The Hateful Eight,Quentin Tarantino,United States,04-01-2018,9/20/2020,2015,R,168 min,"Action & Adventure, Thrillers",7.8,570138
s2678,Movie,Berserk: The Golden Age Arc III - The Advent,Toshiyuki Kubooka,Japan,2/19/2018,11/08/2020,2013,TV-MA,107 min,"Action & Adventure, Anime Features, International Movies",7.8,9942
s2944,Movie,The Butterfly's Dream,Yılmaz Erdoğan,Turkey,8/25/2017,2/05/2020,2013,TV-PG,118 min,"Dramas, International Movies, Romantic Movies",7.8,21882
s2900,Movie,Neal Brennan: 3 Mics,Neal Brennan,United States,08-01-2017,2/05/2020,2017,TV-MA,66 min,Stand-Up Comedy,7.8,3228
s2909,Movie,Udta Punjab,Abhishek Chaubey,India,7/17/2017,4/24/2020,2016,TV-MA,146 min,"Dramas, International Movies",7.8,29819
s2963,Movie,Justin Timberlake + the Tennessee Kids,Jonathan Demme,United States,06-01-2017,4/17/2020,2016,TV-MA,90 min,Music & Musicals,7.8,2173
s3044,Movie,Marco Polo: One Hundred Eyes,Alik Sakharov,United States,4/14/2017,10/04/2020,2015,TV-MA,29 min,Movies,7.8,10742
s3180,Movie,Nightcrawler,Dan Gilroy,United States,08-11-2016,11/08/2016,2014,R,118 min,"Dramas, Independent Movies, Thrillers",7.8,523686
s3219,Movie,The Girl with the Dragon Tattoo,David Fincher,United States,3/18/2016,3/18/2016,2011,R,158 min,"Dramas, Thrillers",7.8,454917
s3230,Movie,The Social Network,David Fincher,United States,12/26/2015,12/26/2015,2010,PG-13,121 min,Dramas,7.8,681286
s6,TV Show,Midnight Mass,Mike Flanagan,United States,9/24/2021,9/24/2021,2021,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",7.7,102321
s642,Movie,Wind River,Taylor Sheridan,United Kingdom,09-01-2021,5/22/2020,2017,R,107 min,"Dramas, Independent Movies",7.7,240408
s2894,TV Show,They've Gotta Have Us,Simon Frederick,United Kingdom,07-08-2021,4/22/2020,2018,TV-MA,1 Season,"British TV Shows, Docuseries",7.7,292
s3398,Movie,Silver Linings Playbook,David O. Russell,United States,07-07-2021,11/27/2019,2012,R,122 min,"Comedies, Dramas, Independent Movies",7.7,697481
s3851,Movie,Amy Tan: Unintended Memoir,James Redford,United States,6/17/2021,2/27/2019,2021,TV-14,101 min,Documentaries,7.7,307
s5192,Movie,Mucize,Mahsun Kırmızıgül,Turkey,4/30/2021,5/15/2018,2015,TV-14,136 min,"Dramas, International Movies",7.7,12395
s350,Movie,Mariposa,Fajar Bustomi,Indonesia,4/22/2021,5/19/2017,2020,TV-14,116 min,"Comedies, International Movies, Romantic Movies",7.7,700
s375,Movie,Love,Khalid Rahman,India,4/15/2021,11/12/2015,2020,TV-14,91 min,"Dramas, Independent Movies, International Movies",7.7,41362
s451,Movie,Rabun,Yasmin Ahmad,Malaysia,02-11-2021,1/07/2021,2004,TV-PG,85 min,"Dramas, Independent Movies, International Movies",7.7,83
s490,Movie,Andhaghaaram,V Vignarajan,India,1/15/2021,8/03/2021,2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers",7.7,3679
s601,Movie,The Trial of the Chicago 7,Aaron Sorkin,United States,11/27/2020,7/02/2021,2020,R,130 min,Dramas,7.7,170728
s652,Movie,Human Nature,Adam Bolt,United States,11/13/2020,12/25/2020,2019,TV-14,95 min,Documentaries,7.7,1541
s1168,Movie,Kapoor & Sons,Shakun Batra,India,5/28/2020,1/08/2020,2016,TV-14,138 min,"Comedies, Dramas, International Movies",7.7,25792
s1176,Movie,Kannum Kannum Kollaiyadithaal,Desingh Periyasamy,India,5/22/2020,7/29/2020,2020,TV-14,160 min,"Comedies, Dramas, International Movies",7.7,6647
s1265,TV Show,The Pharmacist,"Julia Willoughby Nason, Jenner Furst",United States,4/16/2020,2/05/2020,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",7.7,6989
s1277,TV Show,Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,France,4/15/2020,4/24/2020,2019,TV-Y7,5 Seasons,"Kids' TV, TV Action & Adventure",7.7,10102
s1287,Movie,Vir Das: For India,"Vir Das, Ajay Bhuyan",India,04-08-2020,4/17/2020,2020,TV-MA,76 min,Stand-Up Comedy,7.7,1232
s1335,TV Show,You,Lee Toland Krieger,United States,3/24/2020,2/26/2020,2019,TV-MA,2 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas",7.7,225949
s1377,Movie,Rock On!!,Abhishek Kapoor,India,03-01-2020,11/02/2020,2008,TV-14,139 min,"Dramas, International Movies, Music & Musicals",7.7,21963
s1422,Movie,Mike Birbiglia: The New One,Seth Barrish,United States,02-05-2020,4/02/2020,2019,TV-MA,86 min,Stand-Up Comedy,7.7,1815
s1734,Movie,Born in Syria,Hernán Zin,Denmark,09-06-2019,2/04/2019,2016,TV-14,87 min,"Documentaries, International Movies",7.7,279
s1743,Movie,Hamid,Aijaz Khan,India,8/30/2019,8/03/2019,2018,TV-MA,108 min,"Dramas, Independent Movies, International Movies",7.7,1189
s1763,Movie,Last Breath,"Alex Parkinson, Richard da Costa",United Kingdom,8/26/2019,2/20/2019,2019,TV-MA,86 min,"Documentaries, International Movies",7.7,5447
s1846,Movie,Seven Sundays,Cathy Garcia-Molina,Philippines,6/14/2019,1/11/2018,2017,TV-MA,128 min,"Comedies, Dramas, International Movies",7.7,456
s1993,Movie,ROMA,Alfonso Cuarón,Mexico,3/21/2019,7/09/2018,2018,R,135 min,"Dramas, Independent Movies, International Movies",7.7,153508
s2085,Movie,Mumbai Meri Jaan,Nishikant Kamat,India,02-01-2019,6/22/2018,2008,TV-MA,135 min,"Dramas, International Movies",7.7,6309
s2089,Movie,Oye Lucky! Lucky Oye!,Dibakar Banerjee,India,1/29/2019,7/06/2018,2008,TV-14,118 min,"Comedies, Dramas, International Movies",7.7,17411
s2132,Movie,Sanju,Rajkumar Hirani,India,01-01-2019,2/02/2018,2018,TV-MA,159 min,"Dramas, International Movies",7.7,52227
s2260,Movie,Bhavesh Joshi Superhero,Vikramaditya Motwane,India,11-01-2018,4/15/2017,2018,TV-14,150 min,"Dramas, International Movies, Sci-Fi & Fantasy",7.7,8587
s2482,Movie,Guru,Mani Ratnam,India,07-03-2018,6/08/2021,2007,TV-PG,155 min,"Dramas, International Movies",7.7,23541
s2598,Movie,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Chris Smith,Canada,4/13/2018,6/30/2021,2017,TV-MA,94 min,Documentaries,7.7,25593
s2676,Movie,Berserk: The Golden Age Arc II - The Battle for Doldrey,Toshiyuki Kubooka,Japan,2/21/2018,2/06/2021,2012,TV-MA,92 min,"Action & Adventure, Anime Features, International Movies",7.7,10257
s2703,Movie,Undefeated,"Daniel Lindsay, T.J. Martin",United States,1/19/2018,2/06/2021,2011,PG-13,113 min,"Documentaries, Sports Movies",7.7,7051
s2734,Movie,Tom Segura: Completely Normal,Jay Chapman,United States,12-12-2017,5/03/2021,2014,TV-MA,74 min,Stand-Up Comedy,7.7,2570
s2767,Movie,"Oh, Hello On Broadway",Michael John Warren,United States,11/17/2017,2/18/2021,2017,TV-MA,102 min,Stand-Up Comedy,7.7,3106
s2988,Movie,Jim Gaffigan: King Baby,Troy Miller,United States,5/23/2017,1/01/2021,2009,TV-PG,71 min,Stand-Up Comedy,7.7,2548
s3008,Movie,Jim Jefferies: Freedumb,Ryan Polito,United States,05-09-2017,10/11/2020,2016,TV-MA,87 min,Stand-Up Comedy,7.7,5393
s3061,Movie,Beasts of No Nation,Cary Joji Fukunaga,United States,3/28/2017,1/10/2020,2015,TV-MA,137 min,"Dramas, Independent Movies",7.7,80129
s3142,Movie,Bonnie and Clyde,Arthur Penn,United States,12-01-2016,1/12/2016,1967,R,111 min,"Action & Adventure, Classic Movies, Dramas",7.7,111189
s3152,Movie,Donnie Brasco,Mike Newell,United States,11-04-2016,4/11/2016,1997,R,127 min,"Dramas, Thrillers",7.7,300073
s3164,TV Show,Lego Friends: Girls on a Mission,"Andrew Tan, Stephen Murray",Denmark,10-01-2016,1/10/2016,2018,TV-Y,1 Season,Kids' TV,7.7,106
s3190,Movie,Pyaar Ka Punchnama,Luv Ranjan,India,08-01-2016,1/08/2016,2011,TV-14,149 min,"Comedies, Dramas, International Movies",7.7,21204
s20,Movie,InuYasha the Movie 3: Swords of an Honorable Ruler,Toshiya Shinohara,Japan,9/17/2021,6/17/2021,2003,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",7.6,2206
s53,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",United States,09-09-2021,2/15/2021,2021,TV-MA,80 min,"Documentaries, Sports Movies",7.6,2400
s1472,TV Show,The Flash,Glen Winter,United States,08-06-2021,4/10/2019,2021,TV-14,7 Seasons,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",7.6,336888
s184,Movie,This Changes Everything,Tom Donahue,United States,08-01-2021,1/10/2018,2019,TV-MA,96 min,Documentaries,7.6,1507
s3395,Movie,Sir! No Sir!,David Zeiger,United States,7/14/2021,1/08/2020,2005,TV-MA,84 min,Documentaries,7.6,778
s254,Movie,I Am Sam,Jessie Nelson,United States,6/30/2021,2/05/2020,2001,PG-13,132 min,Dramas,7.6,149082
s3848,Movie,Hating Peter Tatchell,Christopher Amos,Australia,6/17/2021,10/04/2020,2020,TV-MA,91 min,"Documentaries, International Movies, LGBTQ Movies",7.6,743
s3857,Movie,Tottaa Pataaka Item Maal,Aditya Kripalani,India,6/15/2021,11/02/2020,2018,TV-MA,107 min,"Dramas, Independent Movies, International Movies",7.6,8051
s4036,Movie,Unrest,Jennifer Brea,United Kingdom,06-10-2021,4/02/2020,2017,TV-MA,97 min,Documentaries,7.6,2904
s4216,Movie,Delhi Belly,Abhinay Deo,India,06-02-2021,8/03/2019,2011,TV-MA,101 min,"Action & Adventure, Comedies, International Movies",7.6,29578
s7227,Movie,Love You to the Stars and Back,Antoinette Jadaone,Philippines,2/15/2021,8/26/2017,2017,TV-14,111 min,"Comedies, International Movies, Romantic Movies",7.6,531
s561,Movie,The Beginning of Life,Estela Renner,Brazil,12/17/2020,8/28/2021,2016,TV-PG,96 min,"Documentaries, International Movies",7.6,934
s593,Movie,West Beirut,Ziad Doueiri,France,11/30/2020,6/08/2021,1999,TV-MA,106 min,"Dramas, International Movies",7.6,4175
s605,Movie,Kartini: Princess of Java,Hanung Bramantyo,Indonesia,11/25/2020,6/30/2021,2017,TV-PG,118 min,"Dramas, International Movies",7.6,511
s686,Movie,Manorama Six Feet Under,Navdeep Singh,India,11-05-2020,6/30/2021,2007,TV-14,129 min,"Dramas, International Movies, Thrillers",7.6,8043
s746,Movie,The Social Dilemma,Jeff Orlowski,United States,10/19/2020,2/06/2021,2020,PG-13,94 min,Documentaries,7.6,79674
s887,Movie,Budhia Singh: Born to Run,Soumendra Padhi,India,09-09-2020,5/03/2021,2016,TV-MA,95 min,"Dramas, Independent Movies, International Movies",7.6,1479
s930,Movie,Stardust,Matthew Vaughn,United Kingdom,8/26/2020,2/18/2021,2007,PG-13,128 min,"Action & Adventure, International Movies, Romantic Movies",7.6,269043
s945,Movie,Athlete A,"Bonni Cohen, Jon Shenk",United States,8/13/2020,11/02/2021,2020,PG-13,104 min,"Documentaries, Sports Movies",7.6,10544
s1034,TV Show,Trailer Park Boys: The Animated Series,"Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells",Canada,07-05-2020,10/11/2020,2020,TV-MA,2 Seasons,TV Comedies,7.6,2854
s1067,Movie,Heaven Without People,Lucien Bourjeily,Lebanon,07-01-2020,7/31/2020,2017,TV-MA,91 min,"Dramas, International Movies",7.6,1249
s1147,Movie,Agneepath,Mukul Anand,India,06-02-2020,5/07/2020,1990,TV-14,174 min,"Dramas, International Movies",7.6,8902
s1171,Movie,Kuch Kuch Hota Hai,Karan Johar,India,5/27/2020,12/06/2020,1998,TV-14,185 min,"Comedies, Dramas, International Movies",7.6,51640
s1256,Movie,ROAD TO ROMA,Andres Clariond,Mexico,4/22/2020,5/28/2020,2020,TV-PG,73 min,"Documentaries, International Movies",7.6,646
s1347,Movie,The Two Popes,Fernando Meirelles,United Kingdom,3/13/2020,5/13/2020,2019,PG-13,126 min,Dramas,7.6,120871
s1510,Movie,Tell Me Who I Am,Ed Perkins,United Kingdom,12/20/2019,11/04/2020,2019,TV-MA,86 min,Documentaries,7.6,14215
s1581,Movie,Elena,Petra Costa,Brazil,11/27/2019,3/27/2020,2012,TV-MA,81 min,"Documentaries, International Movies",7.6,1823
s1692,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,United States,10-04-2019,3/13/2020,2019,TV-MA,142 min,"Documentaries, Music & Musicals",7.6,6550
s1704,Movie,Stree,Amar Kaushik,India,9/27/2019,2/26/2020,2018,TV-MA,127 min,"Comedies, Horror Movies, Independent Movies",7.6,32814
s1781,Movie,Njan Prakashan,Sathyan Anthikad,India,8/13/2019,12/26/2019,2018,TV-PG,125 min,"Comedies, Dramas, International Movies",7.6,4304
s1806,Movie,Bert Kreischer: The Machine,Ryan Polito,United States,7/21/2019,11/27/2019,2016,TV-MA,70 min,Stand-Up Comedy,7.6,1513
s1818,Movie,Nate Bargatze: The Tennessee Kid,Ryan Polito,United States,07-12-2019,9/27/2019,2019,TV-PG,61 min,Stand-Up Comedy,7.6,1798
s1877,Movie,The Boy Who Harnessed the Wind,Chiwetel Ejiofor,United Kingdom,5/24/2019,10/09/2019,2019,TV-PG,114 min,"Children & Family Movies, Dramas, Independent Movies",7.6,36805
s2052,Movie,Aamir,Raj Kumar Gupta,India,2/27/2019,6/19/2019,2008,TV-14,95 min,"International Movies, Thrillers",7.6,11241
s2160,Movie,Monty Python: The Meaning of Live,"Roger Graef, James Rogan",United Kingdom,12/16/2018,5/13/2019,2014,TV-MA,94 min,Documentaries,7.6,574
s2203,Movie,Wake Up Sid,Ayaan Mukherji,India,11/30/2018,5/04/2019,2009,TV-14,132 min,"Comedies, International Movies, Romantic Movies",7.6,30818
s2212,Movie,Quincy,"Rashida Jones, Alan Hicks",United States,11/20/2018,3/21/2019,2018,TV-MA,124 min,"Documentaries, Music & Musicals",7.6,4488
s2276,Movie,Highway,Imtiaz Ali,India,11-01-2018,1/13/2019,2014,TV-14,127 min,"Action & Adventure, Dramas, International Movies",7.6,28370
s2291,Movie,The Bleeding Edge,Kirby Dick,Australia,10/19/2018,1/01/2019,2018,TV-14,101 min,Documentaries,7.6,2671
s2292,Movie,Parmanu: The Story of Pokhran,Abhishek Sharma,India,10/19/2018,7/12/2018,2018,TV-PG,124 min,"Dramas, International Movies",7.6,23771
s2365,Movie,Bad Genius,Nattawut Poonpiriya,Thailand,10-01-2018,6/30/2018,2017,TV-MA,130 min,"Dramas, International Movies, Thrillers",7.6,20430
s2544,TV Show,Devilman Crybaby,Masaaki Yuasa,Japan,5/15/2018,4/27/2018,2018,TV-MA,1 Season,"Anime Series, International TV Shows, TV Horror",7.6,18575
s2816,Movie,Kabhi Haan Kabhi Naa,Kundan Shah,India,10/13/2017,6/03/2018,1994,TV-14,151 min,"Comedies, Dramas, International Movies",7.6,18224
s2929,Movie,For the Love of Spock,Adam Nimoy,Canada,07-01-2017,6/10/2017,2016,TV-14,112 min,Documentaries,7.6,4349
s2989,Movie,Jim Gaffigan: Obsessed,Jay Chapman,United States,5/19/2017,1/10/2017,2014,TV-14,70 min,Stand-Up Comedy,7.6,2226
s3079,Movie,"What Happened, Miss Simone?",Liz Garbus,United States,03-07-2017,7/03/2017,2015,TV-14,103 min,"Documentaries, Music & Musicals",7.6,13703
s3138,Movie,Bathtubs Over Broadway,Dava Whisenant,United States,12-02-2016,2/12/2016,2018,PG-13,87 min,"Documentaries, Music & Musicals",7.6,1065
s3161,Movie,Hell or High Water,David Mackenzie,United States,10-12-2016,12/10/2016,2016,R,102 min,"Dramas, Independent Movies",7.6,224900
s3194,Movie,Sherlock Holmes,Guy Ritchie,United States,7/15/2016,7/15/2016,2009,PG-13,128 min,"Action & Adventure, Comedies",7.6,620154
s3226,Movie,True Grit,Henry Hathaway,United States,12-11-2015,11/12/2015,1969,G,128 min,"Classic Movies, Dramas",7.6,333378
s467,Movie,The Guns of Navarone,J. Lee Thompson,United Kingdom,09-01-2021,8/03/2021,1961,TV-14,156 min,"Action & Adventure, Classic Movies",7.5,50150
s127,Movie,Untold: Malice at the Palace,Floyd Russ,United States,8/25/2021,4/17/2020,2021,TV-MA,70 min,"Documentaries, Sports Movies",7.5,7532
s1779,Movie,Chhota Bheem And The Broken Amulet,Rajiv Chilaka,India,08-04-2021,2/04/2019,2013,TV-Y7,64 min,Children & Family Movies,7.5,16
s222,Movie,The Reason I Jump,Jerry Rothwell,United States,07-07-2021,8/07/2020,2021,TV-14,82 min,Documentaries,7.5,802
s3470,TV Show,Feel Good,Ally Pankiw,United Kingdom,07-01-2021,5/07/2020,2021,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",7.5,10317
s282,TV Show,Halston,Daniel Minahan,United States,6/15/2021,5/13/2020,2021,TV-MA,1 Season,TV Dramas,7.5,14040
s298,Movie,Heroes: Silence and Rock & Roll,Alexis Morante,Spain,06-02-2021,3/16/2020,2021,TV-MA,95 min,"Documentaries, International Movies, Music & Musicals",7.5,641
s300,TV Show,Let's Fight Ghost,Kongkiat Khomsiri,Thailand,06-02-2021,3/13/2020,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",7.5,98
s318,TV Show,My Love: Six Stories of True Love,"Moyoung Jin, Caroline Sá, Deepti Kakkar, Fahad Mustafa, Hikaru Toda, Chico Pereira, Elaine McMillion Sheldon",United States,5/21/2021,1/16/2020,2021,TV-PG,1 Season,Docuseries,7.5,281
s5217,Movie,Who Am I,Baran bo Odar,Germany,4/16/2021,8/16/2019,2014,TV-MA,102 min,"International Movies, Thrillers",7.5,55044
s366,Movie,The Conjuring,James Wan,United States,4/16/2021,6/19/2019,2013,R,112 min,"Horror Movies, Thrillers",7.5,491048
s395,Movie,A Monster Calls,J.A. Bayona,United Kingdom,3/15/2021,11/05/2019,2016,PG-13,108 min,"Dramas, Sci-Fi & Fantasy",7.5,86614
s413,TV Show,Night Stalker: The Hunt for a Serial Killer,Tiller Russell,United States,03-08-2021,3/21/2019,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",7.5,23939
s7350,Movie,Nocturnal Animals,Tom Ford,United States,02-07-2021,1/01/2019,2016,R,117 min,"Dramas, Thrillers",7.5,264884
s340,Movie,White Christmas,Michael Curtiz,United States,12/25/2020,2/05/2018,1954,TV-G,120 min,"Children & Family Movies, Classic Movies, Comedies",7.5,42373
s574,TV Show,Move,"Thierry Demaizière, Alban Teurlai",United States,12-09-2020,4/27/2018,2020,TV-MA,1 Season,"Docuseries, International TV Shows",7.5,112
s608,Movie,BLACKPINK: Light Up the Sky,Caroline Suh,United States,11/24/2020,4/27/2018,2020,TV-14,80 min,"Documentaries, Music & Musicals",7.5,6319
s653,Movie,Carlos Almaraz: Playing with Fire,"Elsa Flores Almaraz, Richard J Montoya",United States,11/13/2020,4/13/2018,2019,TV-14,83 min,"Documentaries, LGBTQ Movies",7.5,58
s829,Movie,Retablo,Álvaro Delgado-Aparicio L.,Peru,9/20/2020,6/03/2018,2017,TV-MA,102 min,"Dramas, International Movies",7.5,1711
s876,TV Show,The Twelve,Wouter Bouvijn,Belgium,09-10-2020,6/10/2017,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.5,5005
s948,Movie,Kappela,Musthafa,India,08-11-2020,1/10/2017,2020,TV-14,112 min,"Dramas, Independent Movies, International Movies",7.5,3212
s963,Movie,Cairo Station,Youssef Chahine,Egypt,08-01-2020,8/18/2017,1958,TV-14,73 min,"Classic Movies, Dramas, International Movies",7.5,4385
s965,Movie,City of Joy,Madeleine Gavin,United States,7/29/2020,6/16/2017,2018,TV-MA,77 min,Documentaries,7.5,525
s1231,Movie,ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,Sam Dunn,United Kingdom,05-02-2020,10/03/2017,2019,TV-MA,90 min,"Documentaries, Music & Musicals",7.5,1692
s1234,Movie,Ala Vaikunthapurramuloo,Trivikram Srinivas,India,05-02-2020,12/15/2016,2020,TV-14,162 min,"Action & Adventure, Comedies, Dramas",7.5,14839
s1250,Movie,Yeh Ballet,Sooni Taraporevala,India,4/24/2020,9/16/2016,2020,TV-MA,117 min,"Dramas, International Movies",7.5,1312
s1264,TV Show,Arrow,James Bamford,United States,4/17/2020,9/17/2021,2019,TV-14,8 Seasons,"Crime TV Shows, TV Action & Adventure",7.5,425716
s1282,Movie,Kevin Hart: I'm a Grown Little Man,Shannon Hartman,United States,04-10-2020,11/08/2021,2009,TV-MA,62 min,Stand-Up Comedy,7.5,4333
s1392,Movie,The Sky Is Pink,Shonali Bose,India,2/26/2020,7/21/2021,2019,TV-MA,143 min,"Dramas, International Movies",7.5,8551
s1416,Movie,I Lost My Body,Jérémy Clapin,France,02-11-2020,10/06/2021,2019,TV-MA,81 min,"Dramas, Independent Movies, International Movies",7.5,31531
s1424,Movie,What the F* Is Going On?,"Marta Jaenes, Rosa Márquez",Spain,02-04-2020,1/05/2021,2019,TV-MA,87 min,"Documentaries, International Movies",7.5,172
s1455,Movie,U Turn,Pawan Kumar,India,1/16/2020,4/15/2021,2016,TV-14,121 min,"International Movies, Thrillers",7.5,3310
s1471,Movie,Hey Arnold! The Jungle Movie,"Raymie Muzquiz, Stu Livingston",United States,01-07-2020,2/16/2021,2017,TV-PG,81 min,"Children & Family Movies, Comedies",7.5,3139
s1660,Movie,Aziz Ansari: RIGHT NOW,Spike Jonze,United States,10/25/2019,1/01/2021,2019,TV-MA,65 min,Stand-Up Comedy,7.5,5111
s1732,TV Show,1994,Diego Enrique Osorno,Mexico,9/18/2019,3/12/2020,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",7.5,514
s1966,Movie,Taramani,Ram,India,04-02-2019,3/11/2020,2017,TV-MA,148 min,"Dramas, Independent Movies, International Movies",7.5,1605
s2021,Movie,Happy as Lazzaro,Alice Rohrwacher,Italy,03-08-2019,9/23/2020,2018,PG-13,127 min,"Dramas, Independent Movies, International Movies",7.5,17716
